JUGADOR;POS;PJ;PI;MIN;PTS;RB;TP;AS;TC;T3;TL;BR;BP;FP;EF;OR;DR;v;Derrota;PF;PC;Equipo;Edad;Altura;FGM;FGA;FTM;FTA;;;;;;;;;;;;;
G. Papagiannis;P;1;0;4;2;1;0;0;1,00;0,00;0,00;2;0;0;5;1;0;49;33;105,6;103;POR;20;215,9;1;1;0;0;;;;;;;;;;;;;
J. Layman;AL/AP;34;1;4,7;1;0,5;0,1;0,3;0,30;0,20;0,67;0,2;0,1;0,4;0,9;0,1;0,3;49;33;105,6;103;POR;24;205,74;0,4;1,3;0,1;0,1;;;;;;;;;;;;;
Z. Randolph;P/AP;59;58;25,5;14,5;6,7;0,2;2,2;0,47;0,35;0,79;0,7;2;2;15,1;1,6;5,1;27;55;98,8;105,8;SAC;25;198,12;6,1;12,9;1,4;1,8;;;;;;;;;;;;;
B. Hield;ES/AL;80;13;25,3;13,5;3,8;0,3;1,9;0,45;0,43;0,88;1,1;1,6;1,9;12,5;0,7;3,2;27;55;98,8;105,8;SAC;25;193,04;5,2;11,7;0,9;1;;;;;;;;;;;;;
W. Cauley-Stein;P;73;57;28;12,8;7;0,9;2,4;0,50;0,25;0,62;1,1;1,5;2,5;16;1,8;5,2;27;55;98,8;105,8;SAC;24;213,36;5,3;10,6;2,1;3,4;;;;;;;;;;;;;
B. Bogdanovic;ES/AL;78;52;27,9;11,8;2,9;0,2;3,3;0,45;0,39;0,84;0,9;1,6;2,2;11,7;0,4;2,5;27;55;98,8;105,8;SAC;25;198,12;4,4;9,9;1,3;1,5;;;;;;;;;;;;;
D. Fox;B;73;61;27,7;11,6;2,8;0,3;4,4;0,41;0,31;0,72;1;2,4;2,2;10,4;0,5;2,3;27;55;98,8;105,8;SAC;20;190,5;4,5;10,9;1,9;2,7;;;;;;;;;;;;;
G. Hill;B/ES;43;36;26,6;10,3;2,7;0,3;2,8;0,47;0,45;0,78;0,9;1,4;1,7;11;0,5;2,2;27;55;98,8;105,8;SAC;32;190,5;3,6;7,6;1,8;2,3;;;;;;;;;;;;;
S. Labissiere;P;60;29;20,7;8,7;4,8;0,8;1,2;0,45;0,35;0,81;0,4;1,2;2,2;10,1;1,7;3,2;27;55;98,8;105,8;SAC;22;210,82;3,4;7,6;1,6;2;;;;;;;;;;;;;
G. Temple;AL;65;35;24,8;8,4;2,3;0,4;1,9;0,42;0,39;0,77;0,9;1,2;2,1;8,2;0,3;2;27;55;98,8;105,8;SAC;32;198,12;3,1;7,3;0,9;1,2;;;;;;;;;;;;;
F. Mason III;B/ES;52;2;18,9;7,9;2,5;0,2;2,8;0,38;0,36;0,82;0,7;1,3;1,4;7,9;0,6;1,9;27;55;98,8;105,8;SAC;24;180,34;2,8;7,3;1,8;2,2;;;;;;;;;;;;;
K. Koufos;P;71;12;19,6;6,7;6,6;0,5;1,2;0,57;0,00;0,45;0,7;0,7;2,1;12,1;2,1;4,5;27;55;98,8;105,8;SAC;29;213,36;3,1;5,5;0,5;1;;;;;;;;;;;;;
J. Jackson;ES/AL;68;41;22,1;6,7;2,8;0,2;1,1;0,44;0,31;0,72;0,4;0,6;1,2;6,9;0,4;2,4;27;55;98,8;105,8;SAC;23;203,2;2,7;6,2;0,4;0,5;;;;;;;;;;;;;
J. Cooley;P/AP;7;0;12,4;5,7;4,3;0;0,9;0,48;0,00;0,74;0,1;0,4;1,9;7,9;2;2,3;27;55;98,8;105,8;SAC;27;208,28;1,9;3,9;2;2,7;;;;;;;;;;;;;
V. Carter;AL;58;4;17,7;5,4;2,6;0,4;1,2;0,40;0,35;0,76;0,7;0,6;1,7;6,6;0,3;2,2;27;55;98,8;105,8;SAC;41;198,12;2;4,9;0,5;0,6;;;;;;;;;;;;;
J. Sampson;P/AP;22;6;15,6;4,7;3,5;1;0,4;0,54;0,50;0,63;0,4;0,4;2,2;7,7;1;2,6;27;55;98,8;105,8;SAC;25;205,74;2;3,7;0,5;0,7;;;;;;;;;;;;;
N. Hayes;AP;5;0;21;3,6;4,4;0,6;0,8;0,29;0,17;0,00;0,4;0,2;1,6;5,2;0,8;3,6;27;55;98,8;105,8;SAC;23;200,66;1,6;5,6;0;0,4;;;;;;;;;;;;;
M. Richardson;AL;25;4;12,8;3,5;1,3;0;0,5;0,33;0,31;0,77;0,4;0,4;1,1;2,8;0,2;1,1;27;55;98,8;105,8;SAC;22;198,12;1,2;3,5;0,7;0,9;;;;;;;;;;;;;
B. Caboclo;P/AP;10;0;10;2,6;2,1;0,4;0,3;0,31;0,20;0,83;0,2;0,4;0,7;3,1;0,7;1,4;27;55;98,8;105,8;SAC;23;206;0,9;2,9;0,5;0,6;;;;;;;;;;;;;
G. Papagiannis;P;16;0;7,4;2,1;2,3;0,4;0,6;0,42;0,00;0,00;0,1;0,5;0,8;3,4;0,8;1,5;27;55;98,8;105,8;SAC;20;215,9;1,1;2,6;0;0;;;;;;;;;;;;;
L. Aldridge;P/AP;75;75;33,4;23,1;8,5;1,2;2;0,51;0,29;0,84;0,6;1,5;2,1;24,3;3,3;5,2;47;35;102,7;99,8;SAS;32;210,82;9,2;18;4,5;5,3;;;;;;;;;;;;;
K. Leonard;AL/AP;9;9;23,3;16,2;4,7;1;2,3;0,47;0,31;0,82;2;1,8;1;17,1;0,7;4;47;35;102,7;99,8;SAS;27;200,66;5,8;12,3;3,4;4,2;;;;;;;;;;;;;
R. Gay;AP;57;6;21,6;11,5;5,1;0,7;1,3;0,47;0,31;0,77;0,8;1,4;1,7;12,4;1,3;3,8;47;35;102,7;99,8;SAS;31;203,2;4,4;9,4;2;2,5;;;;;;;;;;;;;
P. Gasol;P/AP;77;63;23,5;10,1;8;1;3,1;0,46;0,36;0,76;0,3;1,4;1,6;16,1;1,7;6,4;47;35;102,7;99,8;SAS;37;213,36;3,7;8,1;2,1;2,7;;;;;;;;;;;;;
P. Mills;B/ES;82;36;25,7;10;1,9;0,1;2,8;0,41;0,37;0,89;0,7;1,3;1,6;9,1;0,3;1,6;47;35;102,7;99,8;SAS;29;182,88;3,4;8,3;1,3;1,4;;;;;;;;;;;;;
M. Ginóbili;ES/AL;65;0;20;8,9;2,2;0,2;2,5;0,43;0,33;0,84;0,7;1,6;1,9;8,5;0,3;1,9;47;35;102,7;99,8;SAS;40;198,12;3,1;7,1;1,7;2;;;;;;;;;;;;;
D. Green;ES/AL;70;60;25,6;8,6;3,6;1,1;1,6;0,39;0,36;0,77;0,9;1,1;1,7;9,6;0,6;3;47;35;102,7;99,8;SAS;31;198,12;3,1;8;0,7;0,9;;;;;;;;;;;;;
D. Murray;B/ES;81;48;21,5;8,1;5,7;0,4;2,9;0,44;0,27;0,71;1,2;1,7;1,9;11,8;1,4;4,3;47;35;102,7;99,8;SAS;21;195,58;3,3;7,5;1,3;1,8;;;;;;;;;;;;;
K. Anderson;AL/AP;74;67;26,7;7,9;5,4;0,8;2,7;0,53;0,33;0,71;1,6;1,3;1,5;13,7;1,1;4,2;47;35;102,7;99,8;SAS;24;205,74;3,1;5,9;1,4;2;;;;;;;;;;;;;
T. Parker;B;55;21;19,5;7,7;1,7;0;3,5;0,46;0,27;0,71;0,5;1,2;0,9;8;0,1;1,6;47;35;102,7;99,8;SAS;36;187,96;3,2;7,1;1;1,4;;;;;;;;;;;;;
B. Forbes;ES;80;12;19;6,9;1,4;0;1;0,42;0,39;0,67;0,4;0,5;1,4;5,3;0,2;1,2;47;35;102,7;99,8;SAS;24;190,5;2,6;6,2;0,6;0,9;;;;;;;;;;;;;
D. Bertans;P/AP;77;10;14,1;5,9;2;0,4;1;0,44;0,37;0,82;0,3;0,5;1,2;6,3;0,2;1,8;47;35;102,7;99,8;SAS;25;208,28;2,1;4,8;0,5;0,6;;;;;;;;;;;;;
J. Lauvergne;P/AP;55;1;9,7;4,1;3,1;0,1;0,7;0,52;0,00;0,64;0,2;0,6;0,8;5,6;1,1;2;47;35;102,7;99,8;SAS;26;210,82;1,8;3,5;0,5;0,9;;;;;;;;;;;;;
D. White;B/ES;17;0;8,2;3,2;1,5;0,2;0,5;0,49;0,62;0,70;0,2;0,4;0,5;3,9;0,3;1,2;47;35;102,7;99,8;SAS;23;193,04;0,9;1,9;0,8;1,2;;;;;;;;;;;;;
B. Paul;ES/AL;64;2;9;2,3;1,1;0,1;0,6;0,43;0,28;0,51;0,4;0,5;0,9;2,5;0,1;1;47;35;102,7;99,8;SAS;27;193,04;0,9;2;0,3;0,7;;;;;;;;;;;;;
D. Hilliard;ES/AL;14;0;6,8;1,1;0,5;0;0,8;0,26;0,00;0,86;0,1;0,3;0,5;1,2;0;0,5;47;35;102,7;99,8;SAS;25;198,12;0,4;1,4;0,4;0,5;;;;;;;;;;;;;
M. Costello;P/AP;4;0;8;1;2,3;0,5;0,5;0,50;0,00;0,00;0,5;0,3;1,8;4;0,3;2;47;35;102,7;99,8;SAS;24;208,28;0,5;1;0;0;;;;;;;;;;;;;
D. DeRozan;AL/AP;80;80;33,9;23;3,9;0,3;5,2;0,46;0,31;0,83;1,1;2,2;1,9;20,5;0,7;3,2;59;23;111,7;103,9;TOR;28;200,66;8,1;17,7;5,8;7;;;;;;;;;;;;;
K. Lowry;B;78;78;32,2;16,2;5,6;0,2;6,9;0,43;0,40;0,85;1,1;2,3;2,5;20,3;0,8;4,7;59;23;111,7;103,9;TOR;32;182,88;5,2;12,1;2,9;3,3;;;;;;;;;;;;;
J. Valanciunas;P;77;77;22,4;12,7;8,6;0,9;1,1;0,57;0,41;0,81;0,4;1,5;2,5;17,7;2,4;6,2;59;23;111,7;103,9;TOR;26;213,36;5,1;8,9;2,2;2,7;;;;;;;;;;;;;
S. Ibaka;P/AP;76;76;27,5;12,6;6,3;1,3;0,8;0,48;0,36;0,80;0,4;1,2;2,8;14,6;1;5,3;59;23;111,7;103,9;TOR;28;208,28;5;10,3;1,2;1,6;;;;;;;;;;;;;
C. Miles;AL;70;3;19,1;10;2,2;0,3;0,8;0,38;0,36;0,84;0,5;0,6;1,9;7,7;0,3;1,9;59;23;111,7;103,9;TOR;31;198,12;3,2;8,6;1,2;1,4;;;;;;;;;;;;;
F. VanVleet;B;76;0;20;8,6;2,4;0,3;3,2;0,43;0,41;0,83;0,9;1;1,7;10,1;0,3;2,1;59;23;111,7;103,9;TOR;24;182,88;3,1;7,2;1,1;1,3;;;;;;;;;;;;;
D. Wright;B/ES;69;4;20,8;8;2,9;0,5;2,9;0,47;0,37;0,83;1;1,1;1,2;10,6;0,7;2,2;59;23;111,7;103,9;TOR;26;195,58;2,9;6,3;1,4;1,7;;;;;;;;;;;;;
P. Siakam;P/AP;81;5;20,7;7,3;4,5;0,5;2;0,51;0,22;0,62;0,8;0,8;2;10,8;1;3,5;59;23;111,7;103,9;TOR;24;205,74;3,1;6,1;0,7;1,1;;;;;;;;;;;;;
J. Poeltl;P;82;0;18,6;6,9;4,8;1,2;0,7;0,66;0,50;0,59;0,5;1;2,6;11;2;2,8;59;23;111,7;103,9;TOR;22;213,36;3,1;4,7;0,7;1,2;;;;;;;;;;;;;
O. Anunoby;ES;74;62;20;5,9;2,5;0,2;0,7;0,47;0,37;0,63;0,7;0,6;1,8;6,6;0,6;1,9;59;23;111,7;103,9;TOR;20;203,2;2,2;4,7;0,5;0,8;;;;;;;;;;;;;
N. Powell;ES/AL;70;18;15,2;5,5;1,7;0,2;1,3;0,40;0,29;0,82;0,5;0,9;1,6;5;0,2;1,5;59;23;111,7;103,9;TOR;25;193,04;2,1;5,3;0,5;0,6;;;;;;;;;;;;;
N. Hayes;AP;2;0;3;3;0;0;0;1,00;1,00;0,00;0;0,5;0;2,5;0;0;59;23;111,7;103,9;TOR;23;200,66;1;1;0;0;;;;;;;;;;;;;
L. Nogueira;P;49;3;8,5;2,5;1,8;0,9;0,4;0,61;0,26;0,68;0,5;0,3;1;4,9;0,4;1,4;59;23;111,7;103,9;TOR;25;213,36;1;1,6;0,4;0,6;;;;;;;;;;;;;
